County_Code,Age_Group,Facility,COMMUNITY,UNC,LARGE,SMALL,LT,NH
53,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
55,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
55,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
55,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
57,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
57,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
57,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
59,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
59,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
59,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
61,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
61,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
61,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
63,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
63,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
63,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
65,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
65,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
65,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
67,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
67,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
67,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
69,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
69,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
69,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
71,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
71,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
71,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
73,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
73,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
73,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
75,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
75,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
75,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
77,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
77,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
77,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
79,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003647595631294756,0.0,0.0,0.0
79,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003647595631294756,0.0,0.003301772631519918,0.0
79,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003647595631294756,0.0,0.0044573930525518895,0.13157614944079377
81,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
81,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
81,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
83,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
83,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
83,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
85,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
85,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
85,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
87,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
87,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
87,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
89,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
89,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
89,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
91,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
91,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
91,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
93,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
93,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
93,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
95,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
95,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
95,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
97,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
97,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
97,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
99,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
99,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
99,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
101,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
101,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
101,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
103,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.0,0.003647595631294756,0.0,0.0
103,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.0,0.003647595631294756,0.003301772631519918,0.0
103,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.0,0.003647595631294756,0.0044573930525518895,0.13157614944079377
105,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.0,0.003647595631294756,0.0,0.0
105,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.0,0.003647595631294756,0.003301772631519918,0.0
105,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.0,0.003647595631294756,0.0044573930525518895,0.13157614944079377
107,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
107,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
107,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
109,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
109,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
109,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
111,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
111,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
111,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
113,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
113,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
113,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
115,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
115,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
115,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
117,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
117,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
117,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
119,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
119,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
119,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
121,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
121,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
121,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
123,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
123,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
123,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
125,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.0,0.003647595631294756,0.0,0.0
125,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.0,0.003647595631294756,0.003301772631519918,0.0
125,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.0,0.003647595631294756,0.0044573930525518895,0.13157614944079377
127,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
127,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
127,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
129,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
129,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
129,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
131,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
131,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
131,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
133,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
133,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
133,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
135,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
135,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
135,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
137,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
137,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
137,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
139,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
139,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
139,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
141,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.003043098347313455,0.03343285796563412,0.0,0.0
141,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.003043098347313455,0.03343285796563412,0.003301772631519918,0.0
141,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.003043098347313455,0.03343285796563412,0.0044573930525518895,0.13157614944079377
143,0,Caldwell Memorial Hospital,0.9635240436870525,0.0,0.0,0.036475956312947574,0.0,0.0
143,1,Caldwell Memorial Hospital,0.9602222710555325,0.0,0.0,0.036475956312947574,0.003301772631519918,0.0
143,2,Caldwell Memorial Hospital,0.8274905011937068,0.0,0.0,0.036475956312947574,0.0044573930525518895,0.13157614944079377
145,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
145,1,Caldwell Memorial Hospital,0.9602222710555325,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.003301772631519918,0.0
145,2,Caldwell Memorial Hospital,0.8274905011937068,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0044573930525518895,0.13157614944079377
147,0,Caldwell Memorial Hospital,0.9635240436870525,0.03282836068165282,0.003043098347313455,0.000604497283981301,0.0,0.0
