Facility_ID,Name,Category,Beds,ICU_Beds,LAT,LON
970078,Carolina Rehab Center of Burke,NH,90,0,35.713443,-81.468698
923110,College Pines Health and Rehab Center,NH,104,0,35.74605,-81.521785
943407,Grace Heights Health and Rehabilitation Center,NH,120,0,35.7267892,-81.65115133
923192,Grace Ridge,NH,72,0,35.7754298,-81.6888119
923027,Magnolia Lane Nursing and Rehabilitation Center,NH,121,0,35.7256123,-81.69369133
953050,Avante at Concord,NH,120,0,35.443946,-80.600416
952981,Brian Center Health & Retirement/Cabarrus,NH,90,0,35.4538465,-80.6034635
953488,Five Oaks Manor,NH,184,0,35.44664353,-80.62063224
980641,PruittHealth-Town Center,NH,70,0,35.327001,-80.648636
980257,The Gardens of Taylor Glen Retirement Community,NH,48,0,35.382857,-80.673731
923060,Transitional Health Services of Kannapolis,NH,107,0,35.4636773,-80.59977649
923114,Universal Health Care and Rehabilitation Center,NH,120,0,35.430445,-80.58118
923160,Gateway Rehabilitation and Healthcare,NH,118,0,35.90114022,-81.56318152
923052,Hickory Falls Health and Rehabilitation,NH,120,0,35.80057,-81.449604
923302,Lenoir Healthcare Center,NH,120,0,35.9429713,-81.5371495
956261,Shaire Nursing Center,NH,60,0,35.854596,-81.53606
960414,Croatan Ridge Nursing and Rehabilitation Center,NH,64,0,34.799235,-76.87
50374,Crystal Bluffs Rehabilitation and Health Care Center,NH,92,0,34.727449,-76.764454
923229,Harborview Health Care Center,NH,122,0,34.7200082,-76.71348321
923448,PruittHealth-SeaLevel,NH,104,0,35.387362,-78.455056
923502,Snug Harbor on Nelson Bay,NH,92,0,35.387362,-78.455056
923000,Brian Center Health & Rehabilitation/Yanceyville,NH,157,0,36.41316431,-79.34844757
923287,Abernethy Laurels,NH,192,0,35.64451561,-81.18451301
922986,Brian Center Health & Rehabilitation/Hickory East,NH,170,0,35.71854839,-81.2745288
923004,Brian Center Health and Rehabilitation Hickory/Viewmont,NH,104,0,35.75062073,-81.34154851
990226,Conover Nursing and Rehabilitation Center,NH,90,0,35.70378592,-81.23262355
100519,Trinity Ridge,NH,120,0,35.68883272,-81.35951819
923317,Trinity Village,NH,194,0,35.7445,-81.298978
923065,Carolina Meadows Health Center,NH,90,0,35.858978,-79.019079
923120,Siler City Center,NH,150,0,35.71758285,-79.47470867
20376,The Arbor,NH,91,0,35.720904,-79.175653
923099,The Laurels of Chatham,NH,140,0,35.71909265,-79.16138335
170117,Murphy Rehabilitation & Nursing,NH,134,0,35.042993,-83.781043
923155,Valley View Care and Rehabilitation Center,NH,76,0,35.19582102,-83.83846131
923018,Chowan River Nursing and Rehabilitation Center,NH,130,0,36.078502,-76.599257
923105,Clay County Care Center,NH,100,0,35.04224288,-83.80947413
923107,Cleveland Pines,NH,120,0,35.32028593,-81.53824086
923377,Peak Resources-Shelby,NH,100,0,35.3025478,-81.5413499
923555,White Oak Manor-Kings Mountain,NH,154,0,35.24285202,-81.35638487
943557,White Oak Manor-Shelby,NH,160,0,35.296751,-81.542777
20785,Liberty Commons Nursing and Rehab Ctr of Columbus Cty,NH,147,0,34.34632523,-78.70209813
923415,Premier Living and Rehab Center,NH,142,0,34.31931259,-78.5192222
923452,Shoreland Health Care and Retirement Center Inc,NH,99,0,34.3477215,-78.70566007
922962,Bayview Nursing & Rehabilitation Center,NH,72,0,35.14069065,-77.10181437
955450,Cherry Point Bay Nursing and Rehabilitation Center,NH,70,0,34.87866688,-76.88583208
923514,PruittHealth-Neuse,NH,110,0,35.11398256,-77.06886986
923215,PruittHealth-Trent,NH,116,0,35.11255466,-77.06548781
923028,Riverpoint Crest Nursing and Rehabilitation Center,NH,123,0,35.066296,-77.014073
60241,Autumn Care of Fayetteville,NH,90,0,35.047611,-79.005492
922968,Bethesda Health Care Facility,NH,85,0,35.09207048,-78.78701992
980423,Carolina Rehab Center of Cumberland,NH,136,0,35.0221694,-78.9015493
953074,Cumberland Nursing and Rehabilitation Center,NH,120,0,35.012561,-78.90719
923188,Golden Years Nursing Home,NH,58,0,35.194925,-78.647685
21070,Haymount Rehabilitation & Nursing Center Inc,NH,120,0,35.07100778,-78.91945214
923255,Highland House Rehabilitation and Healthcare,NH,159,0,35.0902548,-78.92126475
970225,NC State Veterans Home-Fayetteville,NH,150,0,35.09102786,-78.87418829
943524,Village Green Health and Rehabilitation,NH,170,0,35.041627,-78.923607
923552,Whispering Pines Nursing & Rehabilitation  Center,NH,88,0,35.10415339,-78.88724061
923402,Woodlands Nursing & Rehabilitation Center,NH,100,0,35.08795493,-78.91328177
923450,Sentara Nursing Center-Currituck,NH,100,0,36.38942243,-75.97856017
923030,Peak Resources-Outer Banks,NH,126,0,35.978284,-75.648852
923045,Abbotts Creek Center,NH,64,0,35.851225,-80.228034
971100,Alston Brook,NH,100,0,35.785924,-80.323593
953309,Avante at Thomasville,NH,120,0,35.89003028,-80.06395641
923005,Brian Center Nursing Care/Lexington,NH,106,0,35.79887,-80.28718
923306,Lexington Health Care Center,NH,100,0,35.818496,-80.237199
923364,Mountain Vista Health Park,NH,120,0,35.624975,-80.119187
943398,Piedmont Crossing,NH,134,0,35.84301656,-80.10619395
923017,Pine Ridge Health and Rehabilitation Center,NH,154,0,35.89249705,-80.10428165
922953,Autumn Care of Mocksville,NH,108,0,35.8820947,-80.5643936
920764,Bermuda Commons Nursing and Rehabilitation Center,NH,127,0,35.944643,-80.408091
932966,Bermuda Village Retirement Center,NH,36,0,35.995618,-80.430653
922990,Brian Center Health & Rehabilitation/Wallace,NH,80,0,34.987966,-78.08986
923212,Kenansville Health & Rehabilitation,NH,92,0,34.96420432,-77.95775887
923122,Warsaw Health & Rehabilitation Center,NH,100,0,34.99231438,-78.07510744
922983,Brian Center Southpoint,NH,140,0,35.9176587,-78.9321985
923077,Carver Living Center,NH,252,0,36.0425751,-78.8936804
923269,Concordia Transitional Care and Rehab - Rose Manor,NH,111,0,36.0895688,-78.910775
956223,Croasdaile Village,NH,110,0,36.0475586,-78.9387689
923264,Durham Nursing & Rehabilitation Center,NH,126,0,36.01341045,-78.9473003
943259,Hillcrest Convalescent Center Inc,NH,154,0,36.0043107,-78.919296
923266,Pettigrew Rehabilitation Center,NH,96,0,36.0052578,-78.9213922
923197,PruittHealth-Durham,NH,125,0,36.0042841,-78.95063891
1203,The Cedars of Chapel Hill,NH,48,0,35.9067469,-79.0058722
943489,The Forest at Duke,NH,92,0,35.9739216,-78.9486183
923141,Treyburn Rehabilitation Center,NH,132,0,36.0987288,-78.8606277
922970,Edgecombe Health and Rehabilitation Center,NH,159,0,35.896842,-77.557436
923550,Prodigy Transitional Rehab,NH,118,0,35.89564136,-77.55553132
953485,The Fountains at The Albemarle,NH,86,0,35.89558,-77.535096
923335,Accordius Health at Clemmons,NH,120,0,36.018832,-80.3916275
953504,Arbor Acres United Methodist Retirement Community Inc,NH,189,0,36.0990119,-80.2788589
952994,Brian Center Health & Retirement/Winston Salem,NH,80,0,36.159812,-80.29457567
922961,Brookridge Retirement Community,NH,113,0,36.146125,-80.28616
110427,Homestead Hills,NH,40,0,36.056337,-80.30484
933496,Oak Forest Health and Rehabilitation,NH,170,0,36.19541636,-80.26105445
923023,Piney Grove Nursing and Rehabilitation Center,NH,92,0,36.133435,-80.071384
923250,PruittHealth-High Point,NH,100,0,35.9830625,-80.0232988
140416,Salemtowne,NH,120,0,36.155274,-80.279099
923453,Silas Creek Rehabilitation Center,NH,90,0,36.07483549,-80.29903056
130486,Summerstone Health and Rehab Center,NH,100,0,36.094585,-80.046817
923497,The Oaks,NH,151,0,36.07800934,-80.29420991
80753,Trinity Elms,NH,100,0,36.02368596,-80.40648589
80752,Trinity Glen,NH,117,0,36.111442,-80.202502
923570,Winston Salem Nursing & Rehabilitation Center,NH,230,0,36.095936,-80.272446
923025,Franklin Oaks Nursing and Rehabilitation Center,NH,176,0,36.107304,-78.556701
923313,Louisburg Healthcare & Rehabilitation Center,NH,92,0,36.114432,-78.299189
923196,Alexandria Place,NH,100,0,35.287277,-81.157995
922964,Belaire Health Care Center,NH,80,0,35.23329492,-81.20559162
923002,Brian Center Health and Rehabilitation/Gastonia,NH,162,0,35.2641679,-81.1336273
923063,Carolina Care Health and Rehabilitation,NH,119,0,35.392568,-81.394004
953123,Courtland Terrace,NH,96,0,35.268671,-81.13759
923124,Covenant Village Inc,NH,80,0,35.24390674,-81.14894307
923263,Gastonia Care and Rehabilitation,NH,118,0,35.26919803,-81.19395709
923314,MeadowWood Nursing Center,NH,50,0,35.255361,-81.102744
120152,Peak Resources-Cherryville,NH,111,0,35.38631235,-81.35007801
923198,Peak Resources-Gastonia,NH,120,0,35.27582693,-81.14036189
953470,Stanley Total Living Center Inc,NH,146,0,35.3549866,-81.0845482
923158,Accordius Health and Rehabilitation,NH,80,0,36.39116,-76.738249
923194,Graham Healthcare and Rehabilitation Center,NH,103,0,35.315444,-83.813919
943387,Universal Health Care/Oxford,NH,180,0,36.327222,-78.598413
923035,Greendale Forest Nursing and Rehabilitation Center,NH,132,0,35.433854,-77.66008
923541,Adams Farm Living & Rehabilitation,NH,120,0,36.017309,-79.900447
61196,Ashton Health and Rehabilitation,NH,134,0,36.08778485,-79.66566126
990621,Blumenthal Nursing & Rehabilitation Center,NH,154,0,36.120947,-79.8246275
61197,Camden Health and Rehabilitation,NH,135,0,36.050944,-79.88314
990431,Clapps Nursing Center Inc,NH,118,0,35.960618,-79.757292
923121,Countryside Manor Inc,NH,76,0,36.23442973,-79.96275485
953201,Fisher Park Health and Rehabilitation Center,NH,105,0,36.08896112,-79.79035046
933179,Friends Homes West,NH,80,0,36.087834,-79.897207
30063,Friends Homes at Guilford,NH,129,0,36.092859,-79.890438
923238,Greenhaven Health and Rehabilitation Center,NH,120,0,36.02393866,-79.81370835
943221,Guilford Health Care Center,NH,110,0,36.04021584,-79.76229982
20032,Heartland Living & Rehab @ The Moses H Cone Mem Hosp,NH,144,0,36.09153724,-79.78389604
923456,Maple Grove Health and Rehabilitation Center,NH,250,0,36.050052,-79.843778
923330,Maryfield Nursing Home,NH,161,0,36.007192,-79.957078
923288,Meridian Center,NH,199,0,35.964176,-80.013767
960499,River Landing at Sandy Ridge,NH,118,0,36.064134,-80.015489
953473,Starmount Health and Rehabilitation Center,NH,126,0,36.07153401,-79.8475773
61198,The Shannon Gray Rehabilitation & Recovery Center,NH,150,0,35.9891798,-79.9506015
953536,Well-Spring,NH,132,0,36.134914,-79.874915
30007,Westchester Manor at Providence Place,NH,129,0,35.962189,-80.033429
923331,WhiteStone:  A Masonic and Eastern Star Community,NH,100,0,36.064149,-79.847964
923218,Accordius Health at Scotland Manor,NH,62,0,36.130021,-77.420678
170594,Bryan Health and Rehab,NH,80,0,36.12932145,-77.42944048
923153,Enfield Oaks Nursing and Rehabilitation Center,NH,63,0,36.18170724,-77.66027318
923116,Liberty Commons Nsg and Rehab Ctr of Halifax County,NH,75,0,36.416704,-77.608658
923216,Signature HealthCARE of Roanoke Rapids,NH,108,0,36.687395,-77.545589
923073,Cornerstone Nursing and Rehabilitation Center,NH,108,0,35.30433314,-78.62861161
110288,Emerald Health & Rehab Center,NH,96,0,35.425959,-78.811634
924467,Harnett Woods Nursing and Rehabilitation Center,NH,100,0,35.312682,-78.650272
120582,Universal Health Care / Lillington,NH,235,0,35.4069166,-78.7615483
970325,Autumn Care of Waynesville,NH,100,0,35.460345,-83.01186
923009,Haywood Nursing and Rehabilitation Center,NH,95,0,35.49354091,-82.98233515
90210,Maggie Valley Nursing and Rehab,NH,114,0,35.51680951,-83.09908104
923454,Silver Bluff LLC,NH,144,0,35.482364,-82.878566
51307,Smoky Mountain Health and Rehabilitation Center,NH,50,0,35.541614,-82.956419
923299,Blue Ridge Health and Rehabilitation Center,NH,150,0,35.305894,-82.469428
922985,Brian Center Health & Rehabilitation/Hendersonville,NH,120,0,35.325164,-82.493751
923066,Carolina Village Inc,NH,58,0,35.345211,-82.447385
961023,Hendersonville Health and Rehabilitation,NH,130,0,35.30308,-82.417569
923244,Life Care Center of Hendersonville,NH,80,0,35.337448,-82.446171
923245,Mountain Home Health and Rehab,NH,134,0,35.366171,-82.490637
923081,The Laurels of Hendersonville,NH,120,0,35.34299825,-82.45666777
110870,The Lodge at Mills River,NH,50,0,35.42614184,-82.57439296
990860,Universal Health Care/Fletcher,NH,90,0,35.4414583,-82.50014693
923205,Accordius Health at Creekside Care,NH,151,0,36.27768146,-76.98442156
922954,Autumn Care of Raeford,NH,140,0,34.99202462,-79.22837909
943128,Cross Creek Health Care,NH,80,0,35.40335,-76.307047
970307,Autumn Care of Statesville,NH,113,0,35.794902,-80.850841
922999,Brian Center Health & Rehabilitation/Statesville,NH,147,0,35.7975781,-80.8679833
922988,Brian Center Health & Retirement/Mooresville,NH,131,0,35.578684,-80.7981104
923321,Maple Leaf Health Care,NH,102,0,35.809258,-80.843342
923353,Mooresville Center,NH,160,0,35.5697628,-80.8084274
944643,Blue Ridge on the Mountain,NH,106,0,35.33472,-83.226898
923457,Skyland Care Center,NH,94,0,35.37669125,-83.21284374
923034,Barbour Court Nursing and Rehabilitation Center,NH,165,0,35.54202856,-78.36047808
922982,Brian Center Health & Retirement/Clayton,NH,90,0,35.6360428,-78.4711998
970198,Liberty Commons Nsg and Rehab Ctr of Johnston Cty,NH,160,0,35.403647,-78.543658
923459,Smithfield Manor Nursing and Rehab,NH,180,0,35.5179283,-78.3261249
100679,Springbrook Nursing and Rehabilitation Center,NH,100,0,35.629182,-78.507722
923510,Brook Stone Living Center,NH,100,0,35.00077771,-77.2239228
980156,Liberty Commons Nsg and Rehab Ctr of Lee County  LLC,NH,80,0,35.42140306,-79.12512329
943118,Sanford Health & Rehabilitation Co,NH,131,0,35.568993,-79.124867
110137,Westfield Rehabilitation and Health Center,NH,83,0,35.438063,-79.207283
923024,Harmony Hall Nursing and Rehabilitation Center,NH,175,0,35.27225392,-77.58438175
90963,NC State Veterans Home-Kinston,NH,100,0,35.28133111,-77.62136103
923213,Signature HealthCARE of Kinston,NH,106,0,35.29222226,-77.56115304
945061,Brian Center Health & Retirement/Lincolnton,NH,128,0,35.45584471,-81.24267214
923059,Cardinal Healthcare and Rehabilitation Center,NH,83,0,35.48181215,-81.26203128
923312,Lincolnton Rehabilitation Center,NH,120,0,35.47296545,-81.2353443
150438,Eckerd Living Center,NH,80,0,35.086943,-83.18542
923019,Macon Valley Nursing and Rehabilitation Center,NH,200,0,35.1709232,-83.4055416
923148,Elderberry Health Care,NH,100,0,35.798378,-82.653655
923319,Madison Health and Rehabilitation,NH,100,0,35.83268377,-82.5290775
923075,Roanoke River Nursing and Rehabilitation Center,NH,154,0,36.001944,-76.954647
922951,Autumn Care of Marion,NH,125,0,35.701914,-82.019411
923334,Deer Park Health & Rehabilitation,NH,140,0,35.652963,-81.884969
140193,Asbury Health and Rehabilitation Center,NH,125,0,35.231066,-80.770089
61188,Autumn Care of Cornelius,NH,102,0,35.47320104,-80.85103421
922959,Avante at Charlotte,NH,100,0,35.17217518,-80.79667683
922996,Brian Center Health and Rehabilitation/Charlotte,NH,120,0,35.20108621,-80.75084357
953008,Brian Center Nursing Care/Shamrock,NH,100,0,35.23819829,-80.78046588
954583,Brookdale Carriage Club Providence,NH,44,0,35.13446442,-80.78463949
923545,Carrington Place,NH,176,0,35.115807,-80.732293
943091,Charlotte Health & Rehabilitation Center,NH,90,0,35.271842,-80.915454
70226,Clear Creek Nursing & Rehabilitation Center,NH,120,0,35.21928806,-80.63830388
952971,Complete Care at Charlotte,NH,120,0,35.2057032,-80.81183716
953418,Complete Care at Myers Park,NH,133,0,35.205663,-80.824276
923058,Hunter Woods Nursing and Rehabilitation Center,NH,130,0,35.27896026,-80.77504337
110346,Huntersville Health & Rehabilitation Center,NH,90,0,35.40331463,-80.8662872
923277,Huntersville Oaks,NH,168,0,35.3906045,-80.8461009
955030,Mecklenburg Health & Rehabilitation Center,NH,100,0,35.1358843,-80.94138561
990623,Olde Knox Commons at The Villages of Mecklenburg,NH,114,0,35.4188439,-80.86703
70529,Pavilion Health Center at Brightmore,NH,120,0,35.0375279,-80.83065991
90941,Peak Resources-Charlotte,NH,142,0,35.2174803,-80.7890436
923298,Pineville Rehabilitation and Living Center,NH,116,0,35.07809773,-80.89813491
70527,Royal Park Rehabilitation & Health Center,NH,169,0,35.115797,-80.693025
923444,Sardis Oaks,NH,124,0,35.15785689,-80.79122013
923538,Saturn Nursing and Rehabilitation Center,NH,140,0,35.28908709,-80.79525451
923451,Sharon Towers,NH,136,0,35.14297676,-80.83370818
953463,Southminster,NH,85,0,35.10991585,-80.85477722
923498,The Pines at Davidson,NH,84,0,35.488715,-80.842748
970304,The Stewart Health Center,NH,60,0,35.13596839,-80.85266283
923015,University Place Nursing and Rehabilitation Center,NH,217,0,35.31627415,-80.75018293
923554,White Oak Manor-Charlotte,NH,180,0,35.18590196,-80.78315043
923412,WillowBrooke Court SC Ctr at Plantation Estates,NH,140,0,35.114526,-80.73478
923567,Wilora Lake Healthcare Center,NH,90,0,35.210534,-80.7472
952989,Brian Center Health & Rehabilitation/Spruce Pine,NH,133,0,35.90716431,-82.08834431
922949,Autumn Care of Biscoe,NH,151,0,35.36561068,-79.78957942
960236,Inn at Quail Haven Village,NH,60,0,35.17092129,-79.46566805
970412,KingsWood Nursing Center,NH,100,0,35.12927829,-79.41345843
923320,Manor Care Health Services-Pinehurst,NH,120,0,35.20583596,-79.46539267
923405,Peak Resources-Pinelake,NH,110,0,35.335651,-79.41515
923395,Penick Village,NH,92,0,35.1745036,-79.3825571
923403,Pinehurst Healthcare & Rehabilitation Center,NH,144,0,35.17074285,-79.46484851
923467,St Joseph of The Pines Health Center,NH,176,0,35.218963,-79.375802
970979,Autumn Care of Nash,NH,80,0,35.9708272,-77.9372469
923072,Hunter Hills Nursing and Rehabilitation Center,NH,150,0,35.98522089,-77.84022249
953217,Rocky Mount Rehabilitation Center,NH,117,0,35.96090462,-77.84915617
923549,South Village,NH,115,0,35.92082496,-77.82467033
960602,Autumn Care of Myrtle Grove,NH,110,0,34.1691546,-77.9215983
100671,Azalea Health & Rehab Center,NH,80,0,34.17846621,-77.92252157
130064,Carolina Bay Healthcare Ctr of Wilmington LLC,NH,100,0,34.236846,-77.8537649
923267,Cypress Pointe Rehabilitation Center,NH,90,0,34.21227102,-77.926083
923119,Davis Health Care Center,NH,179,0,34.294494,-77.771428
130545,Davis Health and Wellness Center at Cambridge Village,NH,20,0,34.228917,-77.837028
943308,Liberty Commons Rehabilitation Center,NH,122,0,34.24281066,-77.86052271
923038,NorthChase Nursing and Rehabilitation Center,NH,140,0,34.306462,-77.87584
970977,Silver Stream Health and Rehabilitation Center,NH,110,0,34.19725384,-77.93327427
70470,Trinity Grove,NH,100,0,34.142809,-77.888822
923408,Wilmington Health and Rehabilitation Center,NH,120,0,34.19515027,-77.93190106
923228,Northampton Nursing and Rehabilitation Center,NH,80,0,36.409792,-77.432332
70850,Rich Square Nursing & Rehabilitation Center,NH,69,0,36.277574,-77.28099
923029,Carolina Rivers Nursing and Rehabilitation Center,NH,120,0,34.74993216,-77.40854027
923022,Premier Nursing and Rehabilitation Center,NH,246,0,34.760082,-77.387869
923042,Brookshire Nursing Center,NH,100,0,36.059836,-79.079791
923061,Carol Woods,NH,95,0,35.9649488,-79.0386177
923014,Parkview Health and Rehabilitation Center,NH,140,0,35.9392964,-79.0160663
923336,Pruitt Health-Carolina Point,NH,140,0,35.98998,-78.9945387
923268,Signature HealthCARE of Chapel Hill,NH,108,0,35.9336699,-79.0295054
923031,Grantsbrook Nursing and Rehabilitation Center,NH,104,0,35.140174,-76.823506
943207,Concordia Transitional Care and Rehab - Elizabeth City,NH,108,0,36.286357,-76.240064
30353,Elizabeth City Health and Rehabilitation,NH,146,0,36.294457,-76.223241
953278,The Laurels of Pender,NH,121,0,34.5484508,-77.92025695
923206,Woodbury Wellness Center Inc,NH,212,0,34.396668,-77.644578
943003,Brian Center Health and Rehabilitation/Hertford,NH,78,0,36.20213436,-76.49308835
923437,Roxboro Healthcare & Rehabilitation Center,NH,145,0,36.410124,-78.98343
960259,Ayden Court Nursing and Rehabilitation Center,NH,82,0,35.284487,-77.57714
923131,Cypress Glen Retirement Community,NH,60,0,35.6111621,-77.34925676
923145,East Carolina Rehab and Wellness,NH,150,0,35.61813591,-77.41234963
50616,MacGregor Downs Health and Rehabilitation Center,NH,152,0,35.6115418,-77.4104308
923209,PruittHealth-Farmville,NH,56,0,35.57840412,-77.59347803
923482,Universal Health Care/Greenville,NH,120,0,35.61817088,-77.41240133
922956,Autumn Care of Saluda,NH,99,0,35.244152,-82.347915
923558,White Oak Manor-Tryon,NH,88,0,35.20977007,-82.23722032
932926,WillowBrooke Court SC Center at Tryon Estates,NH,96,0,35.237514,-82.198037
923103,Clapp's Convalescent Nursing Home Inc,NH,96,0,35.70939003,-79.78825029
923001,Randolph Health and Rehabilitation Center,NH,238,0,35.71449745,-79.808273
953491,The Graybrier Nursing And Retirement Center,NH,128,0,35.882567,-79.944467
991059,Universal Health Care/Ramseur,NH,90,0,35.741324,-79.642423
923156,Westwood Health and Rehabilitation Center,NH,68,0,35.9177768,-79.95733233
923365,Woodland Hill Center,NH,100,0,35.73464471,-79.81858682
923337,PruittHealth-Rockingham,NH,120,0,34.93180336,-79.75112643
923021,Richmond Pines Healthcare and Rehabilitation Center,NH,115,0,34.80552,-79.773335
923373,GlenFlora,NH,72,0,34.6696781,-79.0053735
923071,Highland Acres Nursing and Rehabilitation Center,NH,95,0,34.64408792,-78.990976
953293,Lumberton Health and Rehabilitation Center,NH,122,0,34.62826449,-78.99214156
923393,Pembroke Center,NH,84,0,34.68366454,-79.18170957
923543,Wesley Pines Retirement Community,NH,104,0,34.6567327,-78.9972871
923322,Avante at Reidsville,NH,110,0,36.35162288,-79.66896519
922997,Brian Center Health and Rehabilitation/Eden,NH,112,0,36.507551,-79.7788377
923026,Jacob's Creek Nursing and Rehabilitation Center,NH,170,0,36.362636,-79.905143
187,Penn Nursing Center,NH,92,0,36.35285635,-79.66646987
922955,Autumn Care of Salisbury,NH,100,0,35.66277982,-80.44635469
922972,Big Elm Retirement and Nursing Centers,NH,146,0,35.513039,-80.632302
953007,Brian Center Health & Rehabilitation/Salisbury,NH,185,0,35.68908578,-80.49225323
923010,Brightmoor Nursing Center,NH,101,0,35.67119016,-80.47633657
980260,Liberty Commons Nsg and Rehab Ctr of Rowan Cty,NH,90,0,35.62349978,-80.52941539
953465,Magnolia Estates Skilled Care Facility,NH,70,0,35.68236421,-80.44501006
488,NC State Veterans Home - Salisbury,NH,99,0,35.795543,-78.64439
923354,Salisbury Center,NH,180,0,35.6391675,-80.4935395
953441,The Laurels of Salisbury,NH,80,0,35.6940481,-80.52298885
923318,Trinity Oaks,NH,140,0,35.64562225,-80.48401588
923166,Fair Haven Home,NH,67,0,35.337664,-81.80824
923147,Fair Haven of Forest City,NH,128,0,35.3164143,-81.8824191
923379,Oak Grove Healthcare Center,NH,76,0,35.610638,-81.981897
923556,White Oak Manor-Rutherfordton,NH,80,0,35.411004,-81.925105
923507,Willow Ridge Rehabilitation and Living Center,NH,150,0,35.36382949,-81.96989562
923329,Mary Gran Nursing Center,NH,242,0,34.981767,-78.307162
923464,Southwood Nursing and Retirement Center,NH,100,0,34.98226511,-78.30712392
923445,Scotia Village,NH,90,0,34.73968772,-79.48617789
101139,Scottish Pines Rehabilitation and Nursing Center,NH,149,0,34.750923,-79.4634837
923032,Bethany Woods Nursing and Rehabilitation Center,NH,190,0,35.390788,-80.221142
923154,Forrest Oakes Healthcare Center,NH,77,0,35.35467559,-80.1600462
923471,Stanly Manor,NH,100,0,35.39707172,-80.21351045
923316,Trinity Place,NH,86,0,35.332124,-80.183523
923159,Universal Health Care/King,NH,120,0,36.28306185,-80.37386922
923523,Village Care of King,NH,116,0,36.26821,-80.370733
923219,Walnut Cove Health and Rehabilitation Center,NH,99,0,36.29927792,-80.14331037
943085,Central Continuing Care,NH,120,0,36.48120191,-80.60184084
955375,Chatham Nursing & Rehabilitation,NH,127,0,36.268602,-80.835403
923208,PruittHealth-Elkin,NH,100,0,36.263614,-80.832584
953479,Surry Community Health and Rehabilitation Center,NH,120,0,36.52322489,-80.61765012
923363,Mountain View Manor Nursing Center,NH,120,0,35.42519684,-83.48180593
